C1,addC1,C2,P1,P2,rcThreshold,wetDenominator,dryDenominator,adjLevel,adjFlow,lf50Conf,lf99Conf,lfDryThreshold,lfWetThreshold,Coastal Impacts: Upstream Buildings Impacted (#),Coastal Impacts: Downstream Buildings Impacted (#),Commercial Navigation: Ontario + Seaway + Montreal Transportation Costs ($),Hydropower: Moses-Saunders + Niagara Energy Value ($),Meadow Marsh: Area (ha),Muskrat Lodge Viability (%),Recreational Boating: Impact Costs ($)
69.53775764616731,250.0,160.98219312566917,0.5117009497052785,1.018729722611738,6478.9743372517305,1197.3537643172451,1519.1609711353415,76.25843135415695,0.32912982218422826,139.7170466557806,151.8112554108588,8106.532384093456,7271.419136446995,-35.33755513838267,-7.279346179067851,-1.565868718013035,-0.0007480244874044,-7.35614939091583,-7.737169938085424,12.018680578996156
166.9179025878479,238.17672535996914,124.7298881582659,1.106995610751187,1.0164004512332407,6729.2970823123815,1393.5600142781675,1016.3458964621625,75.93838500889703,0.6323954954969295,166.96852601743973,17.0794638786777,7785.792382366144,7577.143276318592,-21.419527105306216,-6.712361805097377,-1.6981747749319778,0.192677369669385,1.99184553693417,-4.626393137577358,-15.1055731445149
5.3110447830845,248.33976373085005,155.50107855287007,0.5638124914146352,1.0554728410990042,5578.145390931787,169.56783590108336,1449.7458644967799,74.01520210676087,-49.45609188486881,225.0919950125291,215.48720180289334,7983.929936526236,6924.085158855953,11.327557167378458,-5.246217056098123,-2.01252105239022,-0.3574679583738064,-16.888093115898823,-17.74631022155906,14.49101682805669
20.0929073446414,108.48232420102393,191.60270360969952,0.8523343412990884,0.5504455271913414,6673.703691074757,123.15930314448262,1445.4936937211196,75.23333242022784,-3.4773435798055914,214.47479335645667,44.2467630325888,7827.979393844973,7391.903024573526,-11.916509274682292,-6.937878304437462,-2.069604121888323,0.4818476960886481,16.77202376967088,-4.233576403941459,-16.002658999550043
768.5444168817681,246.9420704558361,259.41961391190137,0.5272546356024966,0.5613849311051863,6174.750008763622,706.9018155898787,1172.91418078576,76.35838145236553,-2.786304942591414,133.19369538472503,218.09654221743952,7668.847956185189,8606.23242430092,-21.761143512136595,-6.120223947771875,-1.9155560363584625,1.7287613416011016,2.827395803692259,-38.39103436423776,52.44026141779148
328.383930843833,245.3360003211409,27.24675900177351,1.6303339008312518,2.0,8014.50266355152,1.0,1001.9158219049039,74.98584297748057,50.0,250.0,250.0,7862.244559925929,8853.646621734044,9.100491935521688,-15.79771236021802,-3.28162524062607,0.4207098253842808,-27.2746321990285,-18.633507873480205,10.375004794784736
703.1120056152185,120.43526773106312,27.1472143221105,0.5,0.8583692400391812,5994.8005231689285,411.77508170931554,163.74055954629384,74.14915849164758,-48.2601982822806,29.327419884346273,221.6764632768838,7349.941732673444,5692.352375353929,48.63919782261508,-6.18790853749837,-1.91553158376672,1.4939833824134037,-10.186962773613509,-33.96951995612893,38.51325010490737
19.8329394842837,114.38331470461175,191.60270360969952,0.755015144612829,0.5515738199823521,6670.69864376672,186.29204744653376,1490.8578631180326,74.69398717225855,25.761717540444636,49.19108654613095,103.30588299156395,7666.2140316352215,7387.3162780688635,-17.19407771397135,-6.647880667454895,-1.862658208902937,0.0150641492443903,-0.3560832656470121,-11.522733877321292,-15.379213708540338
0.10687392734040001,229.4852939148502,300.0,1.0926479795637665,0.8342126485272806,6695.3626787129,10.722924833691973,1503.8872967953896,75.29587239220177,13.462041668141836,163.7918787109181,58.354215266269144,5921.460369145087,7739.657085249668,-9.120844880190626,-16.521608773197585,-3.311275704645366,0.6890902125268454,-3.91585063865765,-14.141658188571157,-8.971510244810416
55.103026715044,249.2864425887176,110.13117675338512,0.5532214322472835,0.9695070899253494,6180.998353040382,1257.8816733978567,362.397853619046,74.60260845560084,-12.918752392517838,52.929181632782424,58.57930597595767,8479.71260531876,7274.14773493311,-40.09731708387354,-7.236132952215995,-1.4862871616122142,-0.0091130014826875,-7.31125275438129,-12.637063118104123,26.100097493038326
