waterLevel,4,5,6,7,8,9,10,11
73.05,1618.84,50926.52,135309.69,214587.07,210842.16,118157.91,40150.61,1148.66
73.06,1600.85,50360.67,133806.24,212202.76,208499.47,116845.04,39704.5,1135.9
73.07,1582.87,49794.82,132302.8,209818.46,206156.78,115532.17,39258.38,1123.14
73.08,1564.88,49228.97,130799.36,207434.16,203814.08,114219.31,38812.26,1110.37
73.09,1546.89,48663.12,129295.92,205049.86,201471.39,112906.44,38366.14,1097.61
73.1,1528.9,48097.27,127792.48,202665.56,199128.7,111593.58,37920.02,1084.85
73.11,1510.92,47531.42,126289.04,200281.26,196786.01,110280.71,37473.91,1072.09
73.12,1492.93,46965.57,124785.6,197896.96,194443.32,108967.85,37027.79,1059.32
73.13,1474.94,46399.72,123282.16,195512.66,192100.63,107654.98,36581.67,1046.56
73.14,1456.96,45833.87,121778.72,193128.36,189757.94,106342.12,36135.55,1033.8
73.15,1438.97,45268.02,120275.28,190744.06,187415.25,105029.25,35689.43,1021.03
73.16,1420.98,44702.17,118771.83,188359.76,185072.56,103716.38,35243.32,1008.27
73.17,1403,44136.32,117268.39,185975.46,182729.87,102403.52,34797.2,995.51
73.18,1385.01,43570.47,115764.95,183591.16,180387.18,101090.65,34351.08,982.74
73.19,1367.02,43004.62,114261.51,181206.86,178044.49,99777.79,33904.96,969.98
73.2,1349.03,42438.77,112758.07,178822.55,175701.8,98464.92,33458.84,957.22
73.21,1340.04,42155.84,112006.35,177630.4,174530.45,97808.49,33235.79,950.84
73.22,1331.05,41872.92,111254.63,176438.25,173359.11,97152.06,33012.73,944.46
73.23,1322.05,41589.99,110502.91,175246.1,172187.76,96495.62,32789.67,938.07
73.24,1313.06,41307.07,109751.19,174053.95,171016.42,95839.19,32566.61,931.69
73.25,1304.07,41024.14,108999.47,172861.8,169845.07,95182.76,32343.55,925.31
73.26,1295.07,40741.22,108247.75,171669.65,168673.73,94526.32,32120.49,918.93
73.27,1286.08,40458.29,107496.03,170477.5,167502.38,93869.89,31897.43,912.55
73.28,1277.09,40175.37,106744.31,169285.35,166331.03,93213.46,31674.37,906.17
73.29,1268.09,39892.44,105992.59,168093.2,165159.69,92557.03,31451.31,899.79
73.3,1259.1,39609.52,105240.87,166901.05,163988.34,91900.59,31228.25,893.4
73.31,1250.1,39326.59,104489.15,165708.9,162817,91244.16,31005.2,887.02
73.32,1241.11,39043.67,103737.43,164516.75,161645.65,90587.73,30782.14,880.64
73.33,1232.12,38760.74,102985.71,163324.6,160474.31,89931.3,30559.08,874.26
73.34,1223.12,38477.82,102233.98,162132.45,159302.96,89274.86,30336.02,867.88
73.35,1214.13,38194.89,101482.26,160940.3,158131.62,88618.43,30112.96,861.5
73.36,1188.51,37388.77,99340.43,157543.57,154794.16,86748.09,29477.41,843.32
