Sim	Year	Month	QM	ontNTS	erieOut	ontNBS	stlouisontOut	iceInd	tidalInd	foreInd	desprairiesOut	stfrancoisOut	stmauriceOut	richelieuOut	longsaultR	saundershwR	ptclaireR	ogdensburgR	cardinalR	iroquoishwR	iroquoistwR	morrisburgR	saunderstwR	cornwallR	summerstownR	jetty1R	varennesR	sorelR	stpierreR	threeriversR	batiscanR	flowRegime	forNTS	alexbayLevel	brockvilleLevel	ogdensburgLevel	cardinalLevel	iroquoishwLevel	iroquoistwLevel	morrisburgLevel	saunderstwLevel	cornwallLevel	summerstownLevel	longsaultLevel	saundershwLevel	ptclaireLevel	jetty1Level	varennesLevel	sorelLevel	lacstpierreLevel	troisrivieresLevel	batiscanLevel	ontLevelBOQ	ontLevelMOQ	ontLevelEOQ	ontFlow	maskinongeLevel	stlambertLevel	lerybeauharnoisLevel	rfFlow	stlouisFlow	freshetIndicator	kingstonLevel	ontLevel	upstreamCoastal	downstreamCoastal	ontarioCoastal	alexbayCoastal	cardinalCoastal	lerybeauharnoisCoastal	ptclaireCoastal	maskinongeCoastal	lacstpierreCoastal	sorelCoastal	troisrivieresCoastal	totalCommercialNavigation	ontarioCommercialNavigation	seawayCommercialNavigation	montrealCommercialNavigation	totalEnergyValue	opgMosesSaundersEnergyValue	nypaMosesSaundersEnergyValue	opgNiagaraEnergyValue	nypaNiagaraEnergyValue	peakingMosesSaundersValue	mmArea	mmLowSupply	muskratProbLodgeViability	Location	totalRecBoating	ontarioRecBoating	alexbayRecBoating	ogdensburgRecBoating	brockvilleRecBoating	longsaultRecBoating	ptclaireRecBoating	varennesRecBoating	sorelRecBoating
11	1900	3	11	6010	6050.0	-40	540.0	1.0	0.0421	1.0	1070.0	227.0	558.0	242.0	1.821	1.825	1.072	1.208	1.266	1.532	1.515	1.727	1.121	1.853	2.054	1.067	1.047	0.986	1.027	0.987	0.961	RC	6764.0	74.45	74.32	74.26	73.68	73.26	73.23	72.71	48.28	47.34	46.9	72.29	72.19	20.98	5.99	5.24	4.3	4.06	3.54	2.84	74.61	74.6	74.59	674.0	4.06	4.8	20.98	674.0	728.0	0.0	74.57	74.6	593.38	46	591.38	0	2	3	8	3	5	27	0	736352.0	0.0	0.0	736352.0	44031500.26984009	7080359.705204098	7370422.754898776	14060207.777985374	15140060.031751843	380450.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
12	1900	3	12	8220	6060.0	2160	370.0	1.0	-0.0415	1.0	766.0	498.0	758.0	343.0	1.327	1.334	1.062	0.959	1.051	1.079	1.108	1.221	1.103	1.858	2.211	1.047	1.033	1.009	0.994	1.045	1.074	RC	6691.0	74.5	74.4	74.36	73.89	73.72	73.66	73.35	48.19	47.33	46.92	73.02	72.96	20.85	5.75	5.02	4.26	3.89	3.63	3.0	74.59	74.62	74.64	661.0	3.89	4.6	20.85	661.0	698.0	0.0	74.59	74.62	624.906	46	622.906	0	2	3	8	3	5	27	0	959038.0	0.0	0.0	959038.0	42746866.360029325	6889578.255316403	7269069.642565363	13489250.117102958	14718518.345044602	380450.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
13	1900	4	13	9640	6150.0	3490	1560.0	0.0	0.0381	1.0	1458.0	451.0	1515.0	594.0	1.015	1.017	1.04	0.913	0.972	0.992	0.984	0.998	1.054	1.436	1.798	1.022	1.019	1.0	1.018	1.015	1.005	RC	6706.0	74.57	74.47	74.43	73.99	73.83	73.8	73.61	48.14	47.14	46.86	73.41	73.36	21.27	6.58	5.9	5.07	4.86	4.5	3.7	74.64	74.69	74.74	680.0	4.86	5.24	21.27	680.0	836.0	0.0	74.66	74.69	718.423	46	716.423	0	2	3	8	3	5	27	0	3688644.0	548888.0	1789262.0	1350494.0	43001062.86945056	6872585.952098198	7326186.320850313	13557198.749777714	14864641.846724339	380450.0					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
14	1900	4	14	9750	6020.0	3730	1980.0	0.0	-0.0427	1.0	1613.0	208.0	1326.0	685.0	0.905	0.904	1.013	0.803	0.882	0.904	0.905	0.916	1.019	1.073	1.049	0.969	0.962	0.944	0.999	0.948	0.932	RC	6751.0	74.67	74.58	74.54	74.11	73.95	73.91	73.72	48.17	46.96	46.71	73.56	73.52	21.42	6.52	5.78	4.87	4.71	4.23	3.4	74.74	74.78	74.83	709.0	4.71	5.47	21.42	709.0	907.0	0.0	74.75	74.78	896.83	46	862.83	0	34	3	8	3	5	27	0	3217668.0	484642.0	1590942.0	1142084.0	40664670.95353528	6877402.3287168	7283800.309881158	12481363.310936414	13646130.886353854	375974.11764705885					0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
15	1900	4	15	8870	5950.0	2920	2410.0	0.0	0.0361	1.0	1958.0	101.0	890.0	758.0	0.968	0.967	1.012	0.941	0.962	0.975	0.97	0.972	1.006	0.992	0.812	1.0	1.011	1.019	1.021	1.004	0.989	RC	6755.0	74.72	74.61	74.56	74.1	73.93	73.9	73.69	48.2	46.92	46.65	73.51	73.46	21.6	6.96	6.25	5.32	4.97	4.6	3.73	74.83	74.85	74.88	727.0	4.97	5.75	21.6	727.0	968.0	0.0	74.82	74.85	1018.372	46	987.372	0	31	3	8	3	5	27	0	6760834.0	1036550.0	3760817.0	1963467.0	39101457.724006586	6772558.262668487	7229734.1266275495	11787834.31084226	13015922.788574172	295408.23529411765					73224.93	37715.94	35270.75	0.0	0.0	0.0	0.0	13.29	224.95
16	1900	4	16	7590	6060.0	1530	3200.0	0.0	-0.0401	1.0	2927.0	110.0	1280.0	819.0	0.971	0.957	1.012	0.936	0.972	0.973	0.964	0.974	0.996	0.954	0.8	1.025	1.046	1.063	1.016	1.036	1.046	RC	6751.0	74.76	74.65	74.6	74.13	73.97	73.94	73.73	48.19	46.9	46.65	73.54	73.51	21.85	7.57	6.95	5.95	5.46	5.16	4.21	74.88	74.89	74.89	733.0	5.46	6.13	21.85	733.0	1053.0	0.0	74.86	74.89	1098.536	174	1058.536	0	40	3	8	6	9	148	0	4096831.0	647654.0	2182699.0	1266478.0	39020161.671893775	6608842.33617104	7208824.056460708	11734601.641752407	13199340.696333148	268552.94117647054					70264.90000000001	35824.71	34083.58	0.0	0.0	0.0	0.0	0.0	356.61
17	1900	5	17	7500	5810.0	1690	2880.0	0.0	0.0337	1.0	2762.0	139.0	2294.0	785.0	0.967	0.961	1.009	0.957	0.968	0.98	0.969	0.977	0.992	0.929	0.76	1.024	1.042	1.047	1.004	1.02	0.99	RC	6765.0	74.76	74.65	74.6	74.14	73.97	73.94	73.73	48.17	46.88	46.63	73.56	73.52	21.74	7.59	7.02	6.08	5.68	5.39	4.35	74.89	74.89	74.9	730.0	5.68	5.97	21.74	730.0	1018.0	0.0	74.86	74.89	1063.327	230	1020.327	0	43	3	8	25	46	148	0	5018374.0	797231.0	2976348.0	1244795.0	37287104.93486066	6413159.830155536	7081059.532258899	10970278.90590447	12540626.078306457	281980.58823529416					118402.84000000001	35093.26	70283.35	0.0	0.0	0.0	0.0	0.0	13026.23
18	1900	5	18	6500	6080.0	420	2690.0	0.0	-0.0372	1.0	2721.0	133.0	1967.0	720.0	0.97	0.964	1.009	0.945	0.955	0.968	0.965	0.971	0.995	0.964	0.817	0.995	0.999	1.005	0.996	0.983	0.965	RC	6756.0	74.75	74.64	74.59	74.14	73.98	73.94	73.74	48.17	46.9	46.65	73.55	73.51	21.68	7.25	6.63	5.7	5.4	4.97	4.0	74.9	74.88	74.87	727.0	5.4	5.87	21.68	727.0	996.0	0.0	74.85	74.88	1046.779	86	1003.779	0	43	3	8	6	9	60	0	3260166.0	547882.0	1829886.0	882398.0	38286470.918395236	6325662.919850548	6872313.478328232	11715125.662776211	13077960.622146131	295408.23529411765					118402.84000000001	35093.26	70283.35	0.0	0.0	0.0	0.0	0.0	13026.23
19	1900	5	19	7870	6240.0	1630	2400.0	0.0	0.031	1.0	2307.0	132.0	1540.0	681.0	0.964	0.951	1.009	0.92	0.951	0.967	0.963	0.97	0.986	0.924	0.746	1.021	1.035	1.047	1.047	1.03	1.023	RC	6723.0	74.76	74.65	74.61	74.18	74.02	73.99	73.79	48.09	46.86	46.62	73.62	73.6	21.55	7.13	6.52	5.62	5.33	4.91	4.02	74.87	74.88	74.9	713.0	5.33	5.67	21.55	713.0	953.0	0.0	74.85	74.88	1058.779	86	1003.779	0	55	3	8	6	9	60	0	6410361.0	1026476.0	3777314.0	1606571.0	38599840.29586263	6373312.998164221	6467596.229293791	12463060.956010666	12937799.524158657	358070.5882352941					118402.84000000001	35093.26	70283.35	0.0	0.0	0.0	0.0	0.0	13026.23
20	1900	5	20	6460	6200.0	260	2090.0	0.0	-0.0225	1.0	1840.0	112.0	1245.0	578.0	0.964	0.951	1.007	0.925	0.945	0.964	0.96	0.969	0.989	0.942	0.779	1.002	1.017	1.031	1.043	1.041	1.054	RC	6729.0	74.75	74.65	74.6	74.16	73.99	73.96	73.76	48.14	46.88	46.64	73.58	73.55	21.48	6.79	6.12	5.24	4.93	4.56	3.74	74.9	74.88	74.87	723.0	4.93	5.57	21.48	723.0	932.0	0.0	74.85	74.88	1052.779	46	1003.779	0	49	3	8	3	5	27	0	4771730.0	788350.0	2756044.0	1227336.0	39048874.95905498	6790499.51281702	6390333.741186435	13013253.12270323	12541476.817642411	313311.76470588235					111068.44000000002	35093.26	70283.35	0.0	0.0	0.0	0.0	1115.62	4576.21
21	1900	6	21	7590	6270.0	1320	2350.0	0.0	0.0125	1.0	1886.0	181.0	1086.0	588.0	0.952	0.94	1.005	0.907	0.943	0.956	0.953	0.958	0.988	0.926	0.758	0.99	1.009	1.0	0.988	1.001	0.993	RC	6713.0	74.76	74.65	74.61	74.18	74.03	74.0	73.81	48.1	46.86	46.63	73.64	73.61	21.52	6.84	6.19	5.24	4.86	4.53	3.67	74.87	74.88	74.89	713.0	4.86	5.63	21.52	713.0	948.0	0.0	74.85	74.88	1036.4650000000001	46	981.465	0	55	3	8	3	5	27	0	4772947.0	784729.0	2788128.0	1200090.0	40687179.5575203	7175942.613317646	6284118.322079783	14180506.67057062	12688541.363316955	358070.5882352941					225741.03	55154.04	151861.78	0.0	0.0	0.0	0.0	2803.94	15921.27
22	1900	6	22	7400	6300.0	1100	1960.0	0.0	-0.012	1.0	1970.0	301.0	1070.0	502.0	0.957	0.941	1.003	0.91	0.941	0.969	0.959	0.964	0.988	0.903	0.712	0.981	1.004	0.995	0.988	0.996	0.975	RC	6710.0	74.77	74.66	74.62	74.19	74.02	73.99	73.8	48.11	46.84	46.61	73.63	73.61	21.41	6.68	6.09	5.17	4.83	4.43	3.55	74.89	74.89	74.89	717.0	4.83	5.46	21.41	717.0	913.0	0.0	74.86	74.89	1055.6689999999999	46	997.669	0	58	3	8	3	5	27	0	3186715.0	503455.0	1769592.0	913668.0	42177223.68885031	7636366.143564845	6312407.24160485	15124525.308439024	12763757.93641807	340167.05882352946					217167.05	55154.04	151861.78	0.0	0.0	0.0	0.0	4361.68	5789.55
23	1900	6	23	6940	6110.0	830	1470.0	0.0	0.0084	1.0	1630.0	230.0	820.0	404.0	0.952	0.941	1.006	0.902	0.941	0.951	0.949	0.96	0.997	0.957	0.803	0.998	1.026	1.017	1.007	1.03	1.031	RC	6714.0	74.77	74.66	74.62	74.19	74.03	74.0	73.8	48.14	46.88	46.64	73.63	73.6	21.27	6.46	5.86	4.96	4.58	4.23	3.44	74.89	74.89	74.89	718.0	4.58	5.24	21.27	718.0	865.0	0.0	74.86	74.89	1055.6689999999999	46	997.669	0	58	3	8	3	5	27	0	6719087.0	1122383.0	3929122.0	1667582.0	42486255.895668715	7906653.845411889	6581836.178016547	14917109.645934498	12744965.049835196	335691.17647058825					219692.62000000002	55154.04	151861.78	0.0	0.0	0.0	2894.17	9782.63	0.0
24	1900	6	24	6090	5960.0	130	1140.0	0.0	-0.0073	1.0	1501.0	137.0	682.0	332.0	0.969	0.957	1.008	0.907	0.955	0.972	0.962	0.979	1.0	0.953	0.81	1.028	1.061	1.063	1.053	1.08	1.091	RC	6727.0	74.75	74.64	74.6	74.16	74.0	73.97	73.77	48.13	46.88	46.64	73.6	73.57	21.15	6.33	5.73	4.85	4.46	4.1	3.33	74.89	74.87	74.85	713.0	4.46	5.06	21.15	713.0	827.0	0.0	74.84	74.87	1014.269	46	965.269	0	49	3	8	3	5	27	0	4695661.0	791882.0	2748797.0	1154982.0	42858197.24314194	8024169.582299243	6876088.736726292	14655853.280450497	12944015.055430613	358070.5882352941					234391.26	55154.04	151861.78	0.0	0.0	0.0	8682.51	18692.93	0.0
25	1900	7	25	6390	5890.0	500	1160.0	0.0	0.0042	1.0	950.0	93.0	616.0	307.0	0.996	0.982	1.001	0.949	0.979	0.998	0.986	1.002	1.004	0.982	0.844	1.033	1.039	1.052	1.038	1.064	1.035	RC	6706.0	74.72	74.61	74.57	74.13	73.97	73.95	73.74	48.1	46.89	46.65	73.57	73.55	21.1	6.19	5.42	4.6	4.15	3.83	3.03	74.85	74.84	74.83	701.0	4.15	4.98	21.1	701.0	817.0	0.0	74.81	74.84	934.839	46	894.839	0	40	3	8	3	5	27	0	4892593.0	816776.0	2786092.0	1289725.0	43227908.19531146	8015669.168122262	7028637.638556054	14590386.355830714	13212765.032802422	380450.0					442300.35	80745.87	276662.8	0.0	0.0	0.0	13644.65	71247.03	0.0
26	1900	7	26	7680	5890.0	1790	1360.0	0.0	-0.0025	1.0	1322.0	64.0	493.0	325.0	0.996	0.981	1.009	0.931	0.982	0.988	0.98	0.992	1.009	0.992	0.875	1.004	0.997	0.999	0.981	1.018	0.998	RC	6688.0	74.72	74.62	74.58	74.15	74.0	73.97	73.78	48.09	46.89	46.65	73.6	73.58	21.17	6.18	5.41	4.55	4.11	3.8	3.02	74.83	74.84	74.85	695.0	4.11	5.09	21.17	695.0	831.0	0.0	74.81	74.84	940.839	46	894.839	0	46	3	8	3	5	27	0	3226731.0	555197.0	1800428.0	871106.0	44124044.98656347	8054091.776674116	7233197.138655729	14763374.47932048	13692931.591913143	380450.0					448000.12	80745.87	276662.8	0.0	0.0	0.0	13644.65	76946.8	0.0
27	1900	7	27	6520	5850.0	670	1920.0	0.0	0.0	1.0	1805.0	79.0	642.0	330.0	1.026	1.012	1.013	0.995	1.014	1.022	1.005	1.021	1.01	0.999	0.894	1.023	1.023	1.031	1.018	1.065	1.058	RC	6715.0	74.71	74.6	74.55	74.1	73.93	73.91	73.7	48.13	46.9	46.66	73.51	73.48	21.39	6.67	5.93	5.02	4.61	4.28	3.44	74.85	74.84	74.84	707.0	4.61	5.43	21.39	707.0	899.0	0.0	74.81	74.84	925.839	46	894.839	0	31	3	8	3	5	27	0	6469177.0	1039373.0	3841627.0	1588177.0	45773350.29170713	8240146.644020135	7849329.086533498	14763467.469924465	14539957.091229027	380450.0					368674.61	80745.87	276662.8	0.0	0.0	0.0	0.0	11265.94	0.0
28	1900	7	28	6230	5890.0	340	1670.0	0.0	0.0109	1.0	1595.0	137.0	681.0	274.0	1.026	1.007	1.017	0.988	1.013	1.016	1.0	1.015	1.015	1.03	0.943	1.024	1.021	1.024	1.012	1.052	1.021	RC	6711.0	74.69	74.59	74.54	74.09	73.93	73.91	73.7	48.12	46.92	46.68	73.51	73.49	21.3	6.53	5.78	4.9	4.5	4.15	3.29	74.84	74.82	74.81	700.0	4.5	5.29	21.3	700.0	867.0	0.0	74.78999999999999	74.82	890.65	46	862.65	0	28	3	8	3	5	27	0	5065419.0	814911.0	2947896.0	1302612.0	47858458.023562185	8270985.905694719	8335444.993839611	15127306.250108816	15744270.87391904	380450.0					468971.1599999999	137238.68	306639.16	0.0	0.0	0.0	1819.29	23274.03	0.0
29	1900	8	29	6650	5930.0	720	1530.0	0.0	-0.0212	1.0	1293.0	283.0	668.0	248.0	1.021	1.014	1.02	0.985	1.007	1.021	0.996	1.018	1.007	1.049	0.947	1.029	1.011	0.999	0.97	1.008	0.967	RC	6721.0	74.67	74.57	74.52	74.08	73.92	73.9	73.69	48.08	46.92	46.67	73.51	73.48	21.25	6.42	5.59	4.71	4.26	3.9	3.05	74.81	74.8	74.8	694.0	4.26	5.21	21.25	694.0	847.0	0.0	74.77	74.8	848.915	46	823.915	0	25	3	8	3	5	27	0	4837349.0	800767.0	2790685.0	1245897.0	48222479.17719248	8280002.5106182005	8249514.271081932	15442378.09370806	15870134.301784284	380450.0					480606.69999999995	146040.85	302752.24	0.0	0.0	0.0	5859.87	25953.74	0.0
30	1900	8	30	6970	5930.0	1040	1220.0	0.0	0.0264	1.0	1042.0	120.0	553.0	227.0	1.008	1.001	1.016	0.959	0.988	0.997	0.982	1.0	1.008	1.042	0.989	1.032	1.024	1.031	1.017	1.067	1.044	RC	6717.0	74.68	74.57	74.53	74.09	73.94	73.92	73.72	48.08	46.92	46.69	73.53	73.5	21.14	6.22	5.41	4.59	4.16	3.86	3.07	74.8	74.8	74.8	693.0	4.16	5.04	21.14	693.0	815.0	0.0	74.77	74.8	851.915	46	823.915	0	28	3	8	3	5	27	0	3100818.0	502701.0	1729417.0	868700.0	48255161.4815019	8263469.026981759	8269986.0098894965	15421467.629126195	15919788.815504452	380450.0					531425.0499999999	146040.85	302752.24	0.0	0.0	0.0	12556.86	70075.1	0.0
31	1900	8	31	5590	6000.0	-410	1170.0	0.0	-0.0247	1.0	1067.0	85.0	466.0	173.0	1.011	1.004	1.019	0.982	1.002	1.007	0.992	1.006	1.009	1.042	0.989	1.045	1.026	1.033	1.016	1.062	1.046	RC	6743.0	74.65	74.55	74.5	74.05	73.9	73.87	73.67	48.09	46.92	46.69	73.48	73.45	21.14	6.19	5.34	4.49	4.04	3.7	2.92	74.8	74.78	74.75	696.0	4.04	5.04	21.14	696.0	813.0	0.0	74.75	74.78	809.705	46	793.705	0	16	3	8	3	5	27	0	6711706.0	1089696.0	3985562.0	1636448.0	47754809.088504076	8125010.895458574	8060522.58481727	15430024.122090254	15758801.48613798	380450.0					636249.19	146040.85	371241.15	0.0	0.0	0.0	12556.86	106410.33	0.0
